"timestamp","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5"
"2019-02-10",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-02-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-14",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-16",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-02-17",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-02-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-19",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-21",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-22",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-23",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-02-24",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-02-25",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-26",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-27",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-02-28",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-01",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-02",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-03-03",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-03-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-07",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-08",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-09",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-03-10",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-03-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-14",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-16",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-03-17",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-03-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-19",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-21",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-22",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-23",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-03-24",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-03-25",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-26",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-27",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-28",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-29",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-03-30",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-03-31",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-01",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-02",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-03",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-06",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-04-07",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-08",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-09",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-10",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-13",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-04-14",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-16",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-04-17",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-18",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-19",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-20",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-21",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-22",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-23",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-24",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-25",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-26",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-27",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-28",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-04-29",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-04-30",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-01",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-02",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-03",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-04",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-05",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-06",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-07",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-08",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-09",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-10",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-11",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-05-12",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-14",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-15",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-16",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-17",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-18",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-19",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-21",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-22",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-23",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-24",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-25",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-05-26",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-05-27",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-28",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-29",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-05-30",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-05-31",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-06-01",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-02",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-06-03",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-05",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-07",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-08",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-09",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-06-10",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-14",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-15",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-16",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-06-17",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-19",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-21",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-06-22",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-23",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-06-24",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-25",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-26",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-27",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-28",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-06-29",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-06-30",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-07-01",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-02",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-03",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-04",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-05",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-06",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-07-07",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-07-08",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-09",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-10",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-11",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-12",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-13",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-07-14",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-07-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-07-16",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-07-17",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-18",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-19",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-20",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-07-21",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-07-22",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-23",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-24",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-25",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-26",FALSE,FALSE,FALSE,FALSE,TRUE
"2019-07-27",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-07-28",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-07-29",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-07-30",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-07-31",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-01",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-02",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-03",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-08-04",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-07",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-08",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-09",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-10",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-08-11",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-12",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-13",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-14",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-15",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-16",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-17",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-18",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-19",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-20",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-21",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-22",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-23",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-24",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-08-25",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-08-26",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-27",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-28",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-08-29",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-30",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-08-31",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-09-01",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-09-02",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-03",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-07",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-09-08",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-09-09",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-10",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-14",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-09-15",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-09-16",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-17",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-19",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-21",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-09-22",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-09-23",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-24",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-25",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-26",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-27",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-09-28",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-09-29",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-09-30",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-01",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-02",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-03",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-05",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-10-06",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-10-07",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-08",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-09",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-10",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-12",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-10-13",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-10-14",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-16",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-17",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-19",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-10-20",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-10-21",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-22",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-23",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-24",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-25",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-26",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-10-27",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-10-28",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-29",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-30",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-10-31",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-01",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-11-02",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-11-03",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-11-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-07",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-08",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-09",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-11-10",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-11-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-14",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-15",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-16",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-11-17",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-11-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-19",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-21",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-22",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-23",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-11-24",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-11-25",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-26",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-27",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-28",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-29",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-11-30",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-12-01",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-02",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-03",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-04",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-05",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-06",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-07",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-12-08",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-09",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-10",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-11",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-12",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-13",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-14",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-12-15",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-16",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-17",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-18",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-19",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-20",FALSE,FALSE,FALSE,TRUE,FALSE
"2019-12-21",FALSE,TRUE,FALSE,FALSE,FALSE
"2019-12-22",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-23",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-12-24",FALSE,FALSE,TRUE,FALSE,FALSE
"2019-12-25",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-26",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-27",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-28",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-29",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-30",TRUE,FALSE,FALSE,FALSE,FALSE
"2019-12-31",TRUE,FALSE,FALSE,FALSE,FALSE
